,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
1530,4755541,93,edison,2020-11-04T18:34:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1531,4756040,93,edison,2020-11-04T19:10:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1532,4756331,93,edison,2020-11-04T19:26:50Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1533,4756411,93,edison,2020-11-04T19:30:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1534,4757222,93,edison,2020-11-04T19:34:50Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1535,4763146,93,edison,2020-11-04T19:42:51Z,georgia,5025000,2089104,3900050,4141445,0.502,0.485,0
1536,4768051,93,edison,2020-11-04T20:12:54Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1537,4768052,93,edison,2020-11-04T20:32:50Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1538,4768063,93,edison,2020-11-04T20:39:50Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1539,4768064,93,edison,2020-11-04T20:47:51Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1540,4774621,93,edison,2020-11-04T20:49:54Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1541,4778047,93,edison,2020-11-04T20:51:52Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1542,4778390,93,edison,2020-11-04T21:11:53Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1543,4779081,93,edison,2020-11-04T21:28:53Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1544,4779656,93,edison,2020-11-04T21:31:51Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1545,4796608,94,edison,2020-11-04T21:43:52Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1546,4798246,94,edison,2020-11-04T21:54:51Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1547,4799612,94,edison,2020-11-04T22:11:31Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1548,4799616,94,edison,2020-11-04T22:24:51Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1549,4800744,94,edison,2020-11-04T22:39:51Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1550,4810817,94,edison,2020-11-04T22:51:51Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1551,4820190,94,edison,2020-11-04T22:52:13Z,georgia,5025000,2089104,3900050,4141445,0.5,0.488,0
1552,4824774,94,edison,2020-11-04T22:53:50Z,georgia,5025000,2089104,3900050,4141445,0.5,0.488,0
1553,4827481,94,edison,2020-11-04T22:55:50Z,georgia,5025000,2089104,3900050,4141445,0.5,0.488,0
1554,4832098,94,edison,2020-11-04T22:58:32Z,georgia,5025000,2089104,3900050,4141445,0.5,0.488,0
1555,4832616,94,edison,2020-11-04T23:10:52Z,georgia,5025000,2089104,3900050,4141445,0.5,0.488,0
1556,4834226,94,edison,2020-11-05T00:00:53Z,georgia,5025000,2089104,3900050,4141445,0.5,0.488,0
1557,4850916,95,edison,2020-11-05T00:18:46Z,georgia,5025000,2089104,3900050,4141445,0.499,0.489,0
1558,4856434,95,edison,2020-11-05T00:24:51Z,georgia,5025000,2089104,3900050,4141445,0.499,0.489,0
1559,4857496,95,edison,2020-11-05T00:27:48Z,georgia,5025000,2089104,3900050,4141445,0.499,0.489,0
1560,4860292,95,edison,2020-11-05T00:49:51Z,georgia,5025000,2089104,3900050,4141445,0.499,0.489,0
1561,4861044,95,edison,2020-11-05T00:57:49Z,georgia,5025000,2089104,3900050,4141445,0.499,0.489,0
1562,4861305,95,edison,2020-11-05T01:12:49Z,georgia,5025000,2089104,3900050,4141445,0.499,0.489,0
1563,4875816,95,edison,2020-11-05T01:26:37Z,georgia,5025000,2089104,3900050,4141445,0.498,0.49,0
1564,4875826,95,edison,2020-11-05T01:33:51Z,georgia,5025000,2089104,3900050,4141445,0.498,0.49,0
1565,4876249,95,edison,2020-11-05T01:59:46Z,georgia,5025000,2089104,3900050,4141445,0.498,0.49,0
1566,4877663,95,edison,2020-11-05T02:16:50Z,georgia,5025000,2089104,3900050,4141445,0.498,0.49,0
1567,4874421,95,edison,2020-11-05T02:50:36Z,georgia,5025000,2089104,3900050,4141445,0.498,0.49,0
1568,4873055,95,edison,2020-11-05T02:54:08Z,georgia,5025000,2089104,3900050,4141445,0.498,0.49,0
1569,4879735,95,edison,2020-11-05T03:00:29Z,georgia,5025000,2089104,3900050,4141445,0.497,0.49,0
1570,4879737,95,edison,2020-11-05T03:08:39Z,georgia,5025000,2089104,3900050,4141445,0.497,0.49,0
1571,4882865,95,edison,2020-11-05T03:40:00Z,georgia,5025000,2089104,3900050,4141445,0.497,0.491,0
1572,4887209,95,edison,2020-11-05T05:23:50Z,georgia,5025000,2089104,3900050,4141445,0.497,0.491,0
1573,4892017,95,edison,2020-11-05T06:06:21Z,georgia,5025000,2089104,3900050,4141445,0.496,0.491,0
1574,4897670,95,edison,2020-11-05T06:11:29Z,georgia,5025000,2089104,3900050,4141445,0.496,0.491,0
1575,4906138,96,edison,2020-11-05T10:53:48Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1576,4907502,96,edison,2020-11-05T13:44:46Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1577,4907504,96,edison,2020-11-05T14:00:40Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1578,4907766,96,edison,2020-11-05T14:45:47Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1579,4907768,96,edison,2020-11-05T14:49:49Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1580,4908967,96,edison,2020-11-05T15:45:30Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1581,4908971,96,edison,2020-11-05T15:48:46Z,georgia,5025000,2089104,3900050,4141445,0.496,0.492,0
1582,4915101,96,edison,2020-11-05T16:33:27Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1583,4915101,98,edison,2020-11-05T16:44:38Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1584,4915320,98,edison,2020-11-05T16:45:27Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1585,4915914,98,edison,2020-11-05T17:14:46Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1586,4919125,98,edison,2020-11-05T17:15:31Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1587,4919921,98,edison,2020-11-05T17:45:30Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1588,4919922,98,edison,2020-11-05T17:48:46Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1589,4919968,98,edison,2020-11-05T18:45:29Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1590,4920907,98,edison,2020-11-05T19:12:13Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1591,4920908,98,edison,2020-11-05T19:15:31Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1592,4921494,98,edison,2020-11-05T19:32:42Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1593,4921497,98,edison,2020-11-05T19:38:40Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1594,4921516,98,edison,2020-11-05T20:02:40Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1595,4925106,98,edison,2020-11-05T20:27:40Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1596,4925154,98,edison,2020-11-05T20:35:41Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1597,4925157,98,edison,2020-11-05T21:00:48Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1598,4925165,98,edison,2020-11-05T21:10:41Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1599,4925171,98,edison,2020-11-05T21:30:40Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1600,4925176,98,edison,2020-11-05T21:47:40Z,georgia,5025000,2089104,3900050,4141445,0.495,0.492,0
1601,4931481,98,edison,2020-11-05T21:58:42Z,georgia,5025000,2089104,3900050,4141445,0.495,0.493,0
1602,4931722,98,edison,2020-11-05T22:20:44Z,georgia,5025000,2089104,3900050,4141445,0.495,0.493,0
1603,4931741,98,edison,2020-11-05T22:39:39Z,georgia,5025000,2089104,3900050,4141445,0.495,0.493,0
1604,4932083,98,edison,2020-11-05T23:05:46Z,georgia,5025000,2089104,3900050,4141445,0.495,0.493,0
1605,4949439,98,edison,2020-11-05T23:58:42Z,georgia,5025000,2089104,3900050,4141445,0.494,0.493,0
1606,4952270,99,edison,2020-11-06T00:21:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.493,0
1607,4953607,99,edison,2020-11-06T01:59:42Z,georgia,5025000,2089104,3900050,4141445,0.494,0.493,0
1608,4954638,99,edison,2020-11-06T02:32:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1609,4954975,99,edison,2020-11-06T03:04:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1610,4955009,99,edison,2020-11-06T03:27:44Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1611,4956384,99,edison,2020-11-06T04:08:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1612,4956528,99,edison,2020-11-06T05:40:34Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1613,4957069,99,edison,2020-11-06T06:40:24Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1614,4957885,99,edison,2020-11-06T07:41:07Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1615,4958191,99,edison,2020-11-06T08:39:10Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1616,4960034,99,edison,2020-11-06T09:47:30Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1617,4960275,99,edison,2020-11-06T11:01:02Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1618,4960276,99,edison,2020-11-06T13:06:43Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1619,4960289,99,edison,2020-11-06T14:18:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1620,4960292,99,edison,2020-11-06T14:55:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1621,4960872,99,edison,2020-11-06T15:34:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1622,4960919,99,edison,2020-11-06T15:57:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1623,4960932,99,edison,2020-11-06T16:23:48Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1624,4960934,99,edison,2020-11-06T16:28:43Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1625,4960936,99,edison,2020-11-06T16:39:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1626,4960941,99,edison,2020-11-06T16:46:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1627,4960954,99,edison,2020-11-06T17:14:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1628,4960955,99,edison,2020-11-06T17:20:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1629,4961011,99,edison,2020-11-06T17:24:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1630,4961015,99,edison,2020-11-06T17:25:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1631,4961017,99,edison,2020-11-06T17:31:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1632,4961026,99,edison,2020-11-06T17:38:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1633,4961027,99,edison,2020-11-06T18:01:47Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1634,4961040,99,edison,2020-11-06T18:18:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1635,4961041,99,edison,2020-11-06T18:36:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1636,4961042,99,edison,2020-11-06T18:50:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1637,4961051,99,edison,2020-11-06T19:01:45Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1638,4961062,99,edison,2020-11-06T19:09:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1639,4961063,99,edison,2020-11-06T19:17:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1640,4961365,99,edison,2020-11-06T19:40:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1641,4961366,99,edison,2020-11-06T19:46:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1642,4961367,99,edison,2020-11-06T19:56:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1643,4961374,99,edison,2020-11-06T20:06:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1644,4961378,99,edison,2020-11-06T20:20:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1645,4961393,99,edison,2020-11-06T20:22:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1646,4961400,99,edison,2020-11-06T20:23:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1647,4961401,99,edison,2020-11-06T20:30:44Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1648,4961405,99,edison,2020-11-06T20:32:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1649,4961407,99,edison,2020-11-06T20:36:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1650,4961408,99,edison,2020-11-06T20:37:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1651,4961600,99,edison,2020-11-06T20:39:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1652,4961711,99,edison,2020-11-06T20:59:38Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1653,4961723,99,edison,2020-11-06T21:05:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1654,4961734,99,edison,2020-11-06T21:12:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1655,4961741,99,edison,2020-11-06T21:16:42Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1656,4961771,99,edison,2020-11-06T21:19:42Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1657,4961782,99,edison,2020-11-06T21:34:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1658,4961789,99,edison,2020-11-06T21:35:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1659,4961790,99,edison,2020-11-06T21:49:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1660,4961829,99,edison,2020-11-06T21:50:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1661,4961849,99,edison,2020-11-06T21:51:40Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1662,4961850,99,edison,2020-11-06T21:53:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1663,4961851,99,edison,2020-11-06T21:55:39Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1664,4961877,99,edison,2020-11-06T21:59:41Z,georgia,5025000,2089104,3900050,4141445,0.494,0.494,0
1665,4968953,99,edison,2020-11-06T22:00:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1666,4969001,99,edison,2020-11-06T22:01:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1667,4969002,99,edison,2020-11-06T22:06:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1668,4969020,99,edison,2020-11-06T22:08:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1669,4969070,99,edison,2020-11-06T22:10:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1670,4969088,99,edison,2020-11-06T22:11:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1671,4969095,99,edison,2020-11-06T22:12:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1672,4969132,99,edison,2020-11-06T22:15:43Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1673,4969137,99,edison,2020-11-06T22:17:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1674,4969173,99,edison,2020-11-06T22:18:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1675,4969190,99,edison,2020-11-06T22:19:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1676,4969551,99,edison,2020-11-06T22:20:45Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1677,4969617,99,edison,2020-11-06T22:24:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1678,4969649,99,edison,2020-11-06T22:25:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1679,4969652,99,edison,2020-11-06T22:28:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1680,4969678,99,edison,2020-11-06T22:30:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1681,4969683,99,edison,2020-11-06T22:32:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1682,4969757,99,edison,2020-11-06T22:35:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1683,4969771,99,edison,2020-11-06T22:37:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1684,4969781,99,edison,2020-11-06T22:47:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1685,4969789,99,edison,2020-11-06T22:48:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1686,4969797,99,edison,2020-11-06T22:49:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1687,4969819,99,edison,2020-11-06T22:51:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1688,4969822,99,edison,2020-11-06T23:06:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1689,4969836,99,edison,2020-11-06T23:10:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1690,4969860,99,edison,2020-11-06T23:14:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1691,4969869,99,edison,2020-11-06T23:17:43Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1692,4969873,99,edison,2020-11-06T23:36:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1693,4969880,99,edison,2020-11-06T23:41:44Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1694,4970093,99,edison,2020-11-06T23:45:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1695,4970146,99,edison,2020-11-06T23:57:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1696,4970158,99,edison,2020-11-07T00:02:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1697,4971278,99,edison,2020-11-07T00:14:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1698,4971368,99,edison,2020-11-07T00:20:50Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1699,4971488,99,edison,2020-11-07T00:33:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1700,4971489,99,edison,2020-11-07T01:00:26Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1701,4971490,99,edison,2020-11-07T01:02:24Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1702,4971523,99,edison,2020-11-07T01:03:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1703,4971534,99,edison,2020-11-07T01:04:49Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1704,4971776,99,edison,2020-11-07T01:05:48Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1705,4971779,99,edison,2020-11-07T01:06:44Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1706,4971782,99,edison,2020-11-07T01:09:46Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1707,4971795,99,edison,2020-11-07T01:11:06Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1708,4971812,99,edison,2020-11-07T01:19:32Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1709,4971844,99,edison,2020-11-07T01:20:45Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1710,4971850,99,edison,2020-11-07T01:21:30Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1711,4971863,99,edison,2020-11-07T01:22:16Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1712,4971870,99,edison,2020-11-07T01:22:38Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1713,4972023,99,edison,2020-11-07T01:27:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1714,4972081,99,edison,2020-11-07T01:29:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1715,4972546,99,edison,2020-11-07T02:17:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1716,4972734,99,edison,2020-11-07T02:20:44Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1717,4972897,99,edison,2020-11-07T02:51:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1718,4972971,99,edison,2020-11-07T05:37:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1719,4978081,99,edison,2020-11-07T07:44:54Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1720,4978173,99,edison,2020-11-07T18:04:54Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1721,4978241,99,edison,2020-11-07T18:13:46Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1722,4978967,99,edison,2020-11-07T19:20:58Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1723,4979092,99,edison,2020-11-07T19:43:45Z,georgia,5025000,2089104,3900050,4141445,0.493,0.494,0
1724,4981074,99,edison,2020-11-07T23:52:45Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1725,4983320,99,edison,2020-11-08T07:20:58Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1726,4983321,99,edison,2020-11-08T13:07:51Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1727,4983730,99,edison,2020-11-08T19:37:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1728,4983735,99,edison,2020-11-09T13:37:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1729,4983903,99,edison,2020-11-09T14:02:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1730,4983911,99,edison,2020-11-09T14:35:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1731,4983918,99,edison,2020-11-09T15:54:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1732,4984617,99,edison,2020-11-09T15:55:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1733,4984623,99,edison,2020-11-09T16:00:44Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1734,4984698,99,edison,2020-11-09T16:02:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1735,4984751,99,edison,2020-11-09T16:26:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1736,4984754,99,edison,2020-11-09T16:50:45Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1737,4984826,99,edison,2020-11-09T17:00:46Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1738,4984829,99,edison,2020-11-09T17:05:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1739,4984835,99,edison,2020-11-09T17:15:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1740,4984841,99,edison,2020-11-09T17:26:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1741,4984853,99,edison,2020-11-09T17:29:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1742,4984895,99,edison,2020-11-09T17:40:43Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1743,4984956,99,edison,2020-11-09T18:09:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1744,4984981,99,edison,2020-11-09T18:45:44Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1745,4985005,99,edison,2020-11-09T19:01:43Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1746,4985010,99,edison,2020-11-09T19:24:43Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1747,4985035,99,edison,2020-11-09T19:35:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1748,4985036,99,edison,2020-11-09T20:13:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1749,4985039,99,edison,2020-11-09T20:24:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1750,4986306,99,edison,2020-11-09T20:43:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1751,4986538,99,edison,2020-11-09T20:56:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1752,4986550,99,edison,2020-11-09T21:29:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1753,4986618,99,edison,2020-11-09T22:10:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1754,4986619,99,edison,2020-11-09T22:16:39Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1755,4986621,99,edison,2020-11-09T22:18:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1756,4986630,99,edison,2020-11-09T22:19:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1757,4986634,99,edison,2020-11-09T22:28:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1758,4986996,99,edison,2020-11-09T22:30:41Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1759,4986997,99,edison,2020-11-09T22:45:42Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1760,4987008,99,edison,2020-11-09T23:35:40Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1761,4988332,99,edison,2020-11-10T01:50:43Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1762,4988335,99,edison,2020-11-10T02:50:19Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1763,4988635,99,edison,2020-11-10T13:26:04Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1764,4988641,99,edison,2020-11-10T14:25:48Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1765,4988871,99,edison,2020-11-10T14:52:49Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1766,4988880,99,edison,2020-11-10T15:48:57Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1767,4988881,99,edison,2020-11-10T17:00:54Z,georgia,5025000,2089104,3900050,4141445,0.493,0.495,0
1768,4989313,99,edison,2020-11-10T18:45:48Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1769,4989314,99,edison,2020-11-10T19:59:49Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1770,4989321,99,edison,2020-11-10T20:02:48Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1771,4989336,99,edison,2020-11-10T20:10:53Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1772,4989475,99,edison,2020-11-10T20:22:50Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
1773,4989493,99,edison,2020-11-10T21:09:49Z,georgia,5025000,2089104,3900050,4141445,0.492,0.495,0
